dataset	lang	model	measure1	measure2	corr
europarl	de	bm25	prec1.lower.stem	prec3.lower.stem	0.9623515200690815
europarl	de	bm25	prec1.lower.stem	prec3.lower.depunc	0.9456149718939671
europarl	de	bm25	prec1.lower.stem	prec3.lower.stem.depunc	0.9333333333333332
europarl	de	bm25	prec1.lower.stem	prec4.lower	0.9748243359065808
europarl	de	bm25	prec1.lower.stem	prec4.lower.stem	0.9500000000000001
europarl	de	bm25	prec1.lower.stem	prec4.lower.depunc	0.94120970363394
europarl	de	bm25	prec1.lower.stem	prec4.lower.stem.depunc	0.9456149718939671
europarl	de	bm25	prec1.lower.depunc	size	0.9268325671031296
europarl	de	bm25	prec1.lower.depunc	bpe.tokens	0.09166984970282113
europarl	de	bm25	prec1.lower.depunc	map	0.8907563025210086
europarl	de	bm25	prec1.lower.depunc	map.gm	0.9121418755437382
europarl	de	bm25	prec1.lower.depunc	p.5	0.7782494901428225
europarl	de	bm25	prec1.lower.depunc	p.10	0.823529411764706
europarl	de	bm25	prec1.lower.depunc	r.10	0.8451956828432803
europarl	de	bm25	prec1.lower.depunc	rbo	0.9288784237188525
europarl	de	bm25	prec1.lower.depunc	ndcg	0.9121418755437382
europarl	de	bm25	prec1.lower.depunc	bleu.lower	0.9623515200690815
europarl	de	bm25	prec1.lower.depunc	bleu.lower.stem	0.9623515200690815
europarl	de	bm25	prec1.lower.depunc	bleu.lower.depunc	0.9663865546218487
europarl	de	bm25	prec1.lower.depunc	bleu.lower.stem.depunc	0.9663865546218487
europarl	de	bm25	prec1.lower.depunc	prec1.lower	0.9790880682441959
europarl	de	bm25	prec1.lower.depunc	prec1.lower.stem	0.9790880682441959
europarl	de	bm25	prec1.lower.depunc	prec1.lower.stem.depunc	1.0
europarl	de	bm25	prec1.lower.depunc	prec2.lower	0.9623515200690814
europarl	de	bm25	prec1.lower.depunc	prec2.lower.stem	0.9704727739241699
europarl	de	bm25	prec1.lower.depunc	prec2.lower.depunc	1.0
europarl	de	bm25	prec1.lower.depunc	prec2.lower.stem.depunc	0.9915610305527968
europarl	de	bm25	prec1.lower.depunc	prec3.lower	0.9579831932773111
europarl	de	bm25	prec1.lower.depunc	prec3.lower.stem	0.9579831932773111
europarl	de	bm25	prec1.lower.depunc	prec3.lower.depunc	0.9747899159663866
europarl	de	bm25	prec1.lower.depunc	prec3.lower.stem.depunc	0.9623515200690814
europarl	de	bm25	prec1.lower.depunc	prec4.lower	0.9535949865515757
europarl	de	bm25	prec1.lower.depunc	prec4.lower.stem	0.9623515200690814
europarl	de	bm25	prec1.lower.depunc	prec4.lower.depunc	0.9620338802378728
europarl	de	bm25	prec1.lower.depunc	prec4.lower.stem.depunc	0.9663865546218487
europarl	de	bm25	prec1.lower.stem.depunc	size	0.9268325671031296
europarl	de	bm25	prec1.lower.stem.depunc	bpe.tokens	0.09166984970282113
europarl	de	bm25	prec1.lower.stem.depunc	map	0.8907563025210086
europarl	de	bm25	prec1.lower.stem.depunc	map.gm	0.9121418755437382
europarl	de	bm25	prec1.lower.stem.depunc	p.5	0.7782494901428225
europarl	de	bm25	prec1.lower.stem.depunc	p.10	0.823529411764706
europarl	de	bm25	prec1.lower.stem.depunc	r.10	0.8451956828432803
europarl	de	bm25	prec1.lower.stem.depunc	rbo	0.9288784237188525
europarl	de	bm25	prec1.lower.stem.depunc	ndcg	0.9121418755437382
europarl	de	bm25	prec1.lower.stem.depunc	bleu.lower	0.9623515200690815
europarl	de	bm25	prec1.lower.stem.depunc	bleu.lower.stem	0.9623515200690815
europarl	de	bm25	prec1.lower.stem.depunc	bleu.lower.depunc	0.9663865546218487
europarl	de	bm25	prec1.lower.stem.depunc	bleu.lower.stem.depunc	0.9663865546218487
europarl	de	bm25	prec1.lower.stem.depunc	prec1.lower	0.9790880682441959
europarl	de	bm25	prec1.lower.stem.depunc	prec1.lower.stem	0.9790880682441959
europarl	de	bm25	prec1.lower.stem.depunc	prec1.lower.depunc	1.0
europarl	de	bm25	prec1.lower.stem.depunc	prec2.lower	0.9623515200690814
europarl	de	bm25	prec1.lower.stem.depunc	prec2.lower.stem	0.9704727739241699
europarl	de	bm25	prec1.lower.stem.depunc	prec2.lower.depunc	1.0
europarl	de	bm25	prec1.lower.stem.depunc	prec2.lower.stem.depunc	0.9915610305527968
europarl	de	bm25	prec1.lower.stem.depunc	prec3.lower	0.9579831932773111
europarl	de	bm25	prec1.lower.stem.depunc	prec3.lower.stem	0.9579831932773111
europarl	de	bm25	prec1.lower.stem.depunc	prec3.lower.depunc	0.9747899159663866
europarl	de	bm25	prec1.lower.stem.depunc	prec3.lower.stem.depunc	0.9623515200690814
europarl	de	bm25	prec1.lower.stem.depunc	prec4.lower	0.9535949865515757
europarl	de	bm25	prec1.lower.stem.depunc	prec4.lower.stem	0.9623515200690814
europarl	de	bm25	prec1.lower.stem.depunc	prec4.lower.depunc	0.9620338802378728
europarl	de	bm25	prec1.lower.stem.depunc	prec4.lower.stem.depunc	0.9663865546218487
europarl	de	bm25	prec2.lower	size	0.8970852271450604
europarl	de	bm25	prec2.lower	bpe.tokens	0.06846531968814576
europarl	de	bm25	prec2.lower	map	0.8619322310183947
europarl	de	bm25	prec2.lower	map.gm	0.8666666666666667
europarl	de	bm25	prec2.lower	p.5	0.75
europarl	de	bm25	prec2.lower	p.10	0.7949860383179369
europarl	de	bm25	prec2.lower	r.10	0.7999999999999999
europarl	de	bm25	prec2.lower	rbo	0.9
europarl	de	bm25	prec2.lower	ndcg	0.8833333333333333
europarl	de	bm25	prec2.lower	bleu.lower	0.9666666666666667
europarl	de	bm25	prec2.lower	bleu.lower.stem	0.9666666666666667
europarl	de	bm25	prec2.lower	bleu.lower.depunc	0.9623515200690814
europarl	de	bm25	prec2.lower	bleu.lower.stem.depunc	0.9623515200690814
europarl	de	bm25	prec2.lower	prec1.lower	0.9833333333333333
europarl	de	bm25	prec2.lower	prec1.lower.stem	0.9833333333333333
europarl	de	bm25	prec2.lower	prec1.lower.depunc	0.9623515200690814
europarl	de	bm25	prec2.lower	prec1.lower.stem.depunc	0.9623515200690814
europarl	de	bm25	prec2.lower	prec2.lower.stem	0.991631652042901
europarl	de	bm25	prec2.lower	prec2.lower.depunc	0.9623515200690815
europarl	de	bm25	prec2.lower	prec2.lower.stem.depunc	0.9705418934551804
europarl	de	bm25	prec2.lower	prec3.lower	0.9958246164193105
europarl	de	bm25	prec2.lower	prec3.lower.stem	0.9790880682441959
europarl	de	bm25	prec2.lower	prec3.lower.depunc	0.9456149718939671
europarl	de	bm25	prec2.lower	prec3.lower.stem.depunc	0.9500000000000001
europarl	de	bm25	prec2.lower	prec4.lower	0.991631652042901
europarl	de	bm25	prec2.lower	prec4.lower.stem	0.9666666666666667
europarl	de	bm25	prec2.lower	prec4.lower.depunc	0.9580170197702604
europarl	de	bm25	prec2.lower	prec4.lower.stem.depunc	0.9623515200690815
europarl	de	bm25	prec2.lower.stem	size	0.9220529258469679
europarl	de	bm25	prec2.lower.stem	bpe.tokens	0.05753591361864521
europarl	de	bm25	prec2.lower.stem	map	0.8692060496886043
europarl	de	bm25	prec2.lower.stem	map.gm	0.8739804390886586
europarl	de	bm25	prec2.lower.stem	p.5	0.7563292261344161
europarl	de	bm25	prec2.lower.stem	p.10	0.8016949001982274
europarl	de	bm25	prec2.lower.stem	r.10	0.8067511745433772
europarl	de	bm25	prec2.lower.stem	rbo	0.9075950713612995
europarl	de	bm25	prec2.lower.stem	ndcg	0.890787755224979
europarl	de	bm25	prec2.lower.stem	bleu.lower	0.991631652042901
europarl	de	bm25	prec2.lower.stem	bleu.lower.stem	0.991631652042901
europarl	de	bm25	prec2.lower.stem	bleu.lower.depunc	0.9873505612967642
europarl	de	bm25	prec2.lower.stem	bleu.lower.stem.depunc	0.9873505612967642
europarl	de	bm25	prec2.lower.stem	prec1.lower	0.9748243359065808
europarl	de	bm25	prec2.lower.stem	prec1.lower.stem	0.9748243359065808
europarl	de	bm25	prec2.lower.stem	prec1.lower.depunc	0.9704727739241699
europarl	de	bm25	prec2.lower.stem	prec1.lower.stem.depunc	0.9704727739241699
europarl	de	bm25	prec2.lower.stem	prec2.lower	0.991631652042901
europarl	de	bm25	prec2.lower.stem	prec2.lower.depunc	0.9704727739241699
europarl	de	bm25	prec2.lower.stem	prec2.lower.stem.depunc	0.9872429809637863
europarl	de	bm25	prec2.lower.stem	prec3.lower	0.9957894549830613
europarl	de	bm25	prec2.lower.stem	prec3.lower.stem	0.9957894549830613
europarl	de	bm25	prec2.lower.stem	prec3.lower.depunc	0.9704727739241699
europarl	de	bm25	prec2.lower.stem	prec3.lower.stem.depunc	0.9748243359065808
europarl	de	bm25	prec2.lower.stem	prec4.lower	0.9915254237288136
europarl	de	bm25	prec2.lower.stem	prec4.lower.stem	0.991631652042901
europarl	de	bm25	prec2.lower.stem	prec4.lower.depunc	0.9830508474576273
europarl	de	bm25	prec2.lower.stem	prec4.lower.stem.depunc	0.9873505612967642
europarl	de	bm25	prec2.lower.depunc	size	0.9268325671031296
europarl	de	bm25	prec2.lower.depunc	bpe.tokens	0.09166984970282113
europarl	de	bm25	prec2.lower.depunc	map	0.8907563025210086
europarl	de	bm25	prec2.lower.depunc	map.gm	0.9121418755437382
europarl	de	bm25	prec2.lower.depunc	p.5	0.7782494901428225
europarl	de	bm25	prec2.lower.depunc	p.10	0.823529411764706
europarl	de	bm25	prec2.lower.depunc	r.10	0.8451956828432803
europarl	de	bm25	prec2.lower.depunc	rbo	0.9288784237188525
europarl	de	bm25	prec2.lower.depunc	ndcg	0.9121418755437382
europarl	de	bm25	prec2.lower.depunc	bleu.lower	0.9623515200690815
europarl	de	bm25	prec2.lower.depunc	bleu.lower.stem	0.9623515200690815
europarl	de	bm25	prec2.lower.depunc	bleu.lower.depunc	0.9663865546218487
europarl	de	bm25	prec2.lower.depunc	bleu.lower.stem.depunc	0.9663865546218487
europarl	de	bm25	prec2.lower.depunc	prec1.lower	0.9790880682441959
europarl	de	bm25	prec2.lower.depunc	prec1.lower.stem	0.9790880682441959
europarl	de	bm25	prec2.lower.depunc	prec1.lower.depunc	1.0
europarl	de	bm25	prec2.lower.depunc	prec1.lower.stem.depunc	1.0
europarl	de	bm25	prec2.lower.depunc	prec2.lower	0.9623515200690815
europarl	de	bm25	prec2.lower.depunc	prec2.lower.stem	0.9704727739241699
europarl	de	bm25	prec2.lower.depunc	prec2.lower.stem.depunc	0.9915610305527968
europarl	de	bm25	prec2.lower.depunc	prec3.lower	0.9579831932773111
europarl	de	bm25	prec2.lower.depunc	prec3.lower.stem	0.9579831932773111
europarl	de	bm25	prec2.lower.depunc	prec3.lower.depunc	0.9747899159663866
europarl	de	bm25	prec2.lower.depunc	prec3.lower.stem.depunc	0.9623515200690814
europarl	de	bm25	prec2.lower.depunc	prec4.lower	0.9535949865515757
europarl	de	bm25	prec2.lower.depunc	prec4.lower.stem	0.9623515200690814
europarl	de	bm25	prec2.lower.depunc	prec4.lower.depunc	0.9620338802378728
europarl	de	bm25	prec2.lower.depunc	prec4.lower.stem.depunc	0.9663865546218487
europarl	de	bm25	prec2.lower.stem.depunc	size	0.9434563530497263
europarl	de	bm25	prec2.lower.stem.depunc	bpe.tokens	0.06933752452815363
europarl	de	bm25	prec2.lower.stem.depunc	map	0.8813875827135971
europarl	de	bm25	prec2.lower.stem.depunc	map.gm	0.9030259356496025
europarl	de	bm25	prec2.lower.stem.depunc	p.5	0.7679940200384471
europarl	de	bm25	prec2.lower.stem.depunc	p.10	0.8135885378894743
europarl	de	bm25	prec2.lower.stem.depunc	r.10	0.8355099778440249
europarl	de	bm25	prec2.lower.stem.depunc	rbo	0.9199049251009971
europarl	de	bm25	prec2.lower.stem.depunc	ndcg	0.9030259356496025
europarl	de	bm25	prec2.lower.stem.depunc	bleu.lower	0.9874208829065748
europarl	de	bm25	prec2.lower.stem.depunc	bleu.lower.stem	0.9874208829065748
europarl	de	bm25	prec2.lower.stem.depunc	bleu.lower.depunc	0.9915610305527968
europarl	de	bm25	prec2.lower.stem.depunc	bleu.lower.stem.depunc	0.9915610305527968
europarl	de	bm25	prec2.lower.stem.depunc	prec1.lower	0.9705418934551804
europarl	de	bm25	prec2.lower.stem.depunc	prec1.lower.stem	0.9705418934551804
europarl	de	bm25	prec2.lower.stem.depunc	prec1.lower.depunc	0.9915610305527968
europarl	de	bm25	prec2.lower.stem.depunc	prec1.lower.stem.depunc	0.9915610305527968
europarl	de	bm25	prec2.lower.stem.depunc	prec2.lower	0.9705418934551804
europarl	de	bm25	prec2.lower.stem.depunc	prec2.lower.stem	0.9872429809637863
europarl	de	bm25	prec2.lower.stem.depunc	prec2.lower.depunc	0.9915610305527968
europarl	de	bm25	prec2.lower.stem.depunc	prec3.lower	0.974611269346766
europarl	de	bm25	prec2.lower.stem.depunc	prec3.lower.stem	0.9830861499497814
europarl	de	bm25	prec2.lower.stem.depunc	prec3.lower.depunc	0.9915610305527968
europarl	de	bm25	prec2.lower.stem.depunc	prec3.lower.stem.depunc	0.9874208829065748
europarl	de	bm25	prec2.lower.stem.depunc	prec4.lower	0.9702215502575139
europarl	de	bm25	prec2.lower.stem.depunc	prec4.lower.stem	0.9874208829065748
europarl	de	bm25	prec2.lower.stem.depunc	prec4.lower.depunc	0.9872429809637862
europarl	de	bm25	prec2.lower.stem.depunc	prec4.lower.stem.depunc	0.9915610305527968
europarl	de	bm25	prec3.lower	size	0.9095085938862487
europarl	de	bm25	prec3.lower	bpe.tokens	0.05729365606426321
europarl	de	bm25	prec3.lower	map	0.8571428571428573
europarl	de	bm25	prec3.lower	map.gm	0.8619322310183948
europarl	de	bm25	prec3.lower	p.5	0.7447763937925935
europarl	de	bm25	prec3.lower	p.10	0.7899159663865547
europarl	de	bm25	prec3.lower	r.10	0.7949860383179369
europarl	de	bm25	prec3.lower	rbo	0.8954053273686235
europarl	de	bm25	prec3.lower	ndcg	0.8786687791935092
europarl	de	bm25	prec3.lower	bleu.lower	0.9790880682441959
europarl	de	bm25	prec3.lower	bleu.lower.stem	0.9790880682441959
europarl	de	bm25	prec3.lower	bleu.lower.depunc	0.9747899159663866
europarl	de	bm25	prec3.lower	bleu.lower.stem.depunc	0.9747899159663866
europarl	de	bm25	prec3.lower	prec1.lower	0.9790880682441959
europarl	de	bm25	prec3.lower	prec1.lower.stem	0.9790880682441959
europarl	de	bm25	prec3.lower	prec1.lower.depunc	0.9579831932773111
europarl	de	bm25	prec3.lower	prec1.lower.stem.depunc	0.9579831932773111
europarl	de	bm25	prec3.lower	prec2.lower	0.9958246164193105
europarl	de	bm25	prec3.lower	prec2.lower.stem	0.9957894549830613
europarl	de	bm25	prec3.lower	prec2.lower.depunc	0.9579831932773111
europarl	de	bm25	prec3.lower	prec2.lower.stem.depunc	0.974611269346766
europarl	de	bm25	prec3.lower	prec3.lower.stem	0.9915966386554623
europarl	de	bm25	prec3.lower	prec3.lower.depunc	0.9579831932773111
europarl	de	bm25	prec3.lower	prec3.lower.stem.depunc	0.9623515200690814
europarl	de	bm25	prec3.lower	prec4.lower	0.9957894549830614
europarl	de	bm25	prec3.lower	prec4.lower.stem	0.9790880682441959
europarl	de	bm25	prec3.lower	prec4.lower.depunc	0.9704727739241699
europarl	de	bm25	prec3.lower	prec4.lower.stem.depunc	0.9747899159663866
europarl	de	bm25	prec3.lower.stem	size	0.9268325671031296
europarl	de	bm25	prec3.lower.stem	bpe.tokens	0.045834924851410566
europarl	de	bm25	prec3.lower.stem	map	0.8571428571428573
europarl	de	bm25	prec3.lower.stem	map.gm	0.8619322310183948
europarl	de	bm25	prec3.lower.stem	p.5	0.7447763937925935
europarl	de	bm25	prec3.lower.stem	p.10	0.7899159663865547
europarl	de	bm25	prec3.lower.stem	r.10	0.7949860383179369
europarl	de	bm25	prec3.lower.stem	rbo	0.8954053273686235
europarl	de	bm25	prec3.lower.stem	ndcg	0.8786687791935092
europarl	de	bm25	prec3.lower.stem	bleu.lower	0.9958246164193105
europarl	de	bm25	prec3.lower.stem	bleu.lower.stem	0.9958246164193105
europarl	de	bm25	prec3.lower.stem	bleu.lower.depunc	0.9915966386554623
europarl	de	bm25	prec3.lower.stem	bleu.lower.stem.depunc	0.9915966386554623
europarl	de	bm25	prec3.lower.stem	prec1.lower	0.9623515200690815
europarl	de	bm25	prec3.lower.stem	prec1.lower.stem	0.9623515200690815
europarl	de	bm25	prec3.lower.stem	prec1.lower.depunc	0.9579831932773111
europarl	de	bm25	prec3.lower.stem	prec1.lower.stem.depunc	0.9579831932773111
europarl	de	bm25	prec3.lower.stem	prec2.lower	0.9790880682441959
europarl	de	bm25	prec3.lower.stem	prec2.lower.stem	0.9957894549830613
europarl	de	bm25	prec3.lower.stem	prec2.lower.depunc	0.9579831932773111
europarl	de	bm25	prec3.lower.stem	prec2.lower.stem.depunc	0.9830861499497814
europarl	de	bm25	prec3.lower.stem	prec3.lower	0.9915966386554623
europarl	de	bm25	prec3.lower.stem	prec3.lower.depunc	0.9747899159663866
europarl	de	bm25	prec3.lower.stem	prec3.lower.stem.depunc	0.9790880682441959
europarl	de	bm25	prec3.lower.stem	prec4.lower	0.9873505612967642
europarl	de	bm25	prec3.lower.stem	prec4.lower.stem	0.9958246164193105
europarl	de	bm25	prec3.lower.stem	prec4.lower.depunc	0.9873505612967642
europarl	de	bm25	prec3.lower.stem	prec4.lower.stem.depunc	0.9915966386554623
europarl	de	bm25	prec3.lower.depunc	size	0.952818526928451
europarl	de	bm25	prec3.lower.depunc	bpe.tokens	0.05729365606426321
europarl	de	bm25	prec3.lower.depunc	map	0.8571428571428573
europarl	de	bm25	prec3.lower.depunc	map.gm	0.8954053273686235
europarl	de	bm25	prec3.lower.depunc	p.5	0.7447763937925935
europarl	de	bm25	prec3.lower.depunc	p.10	0.7899159663865547
europarl	de	bm25	prec3.lower.depunc	r.10	0.8284591346681659
europarl	de	bm25	prec3.lower.depunc	rbo	0.8954053273686235
europarl	de	bm25	prec3.lower.depunc	ndcg	0.8786687791935092
europarl	de	bm25	prec3.lower.depunc	bleu.lower	0.9790880682441959
europarl	de	bm25	prec3.lower.depunc	bleu.lower.stem	0.9790880682441959
europarl	de	bm25	prec3.lower.depunc	bleu.lower.depunc	0.9915966386554623
europarl	de	bm25	prec3.lower.depunc	bleu.lower.stem.depunc	0.9915966386554623
europarl	de	bm25	prec3.lower.depunc	prec1.lower	0.9456149718939671
europarl	de	bm25	prec3.lower.depunc	prec1.lower.stem	0.9456149718939671
europarl	de	bm25	prec3.lower.depunc	prec1.lower.depunc	0.9747899159663866
europarl	de	bm25	prec3.lower.depunc	prec1.lower.stem.depunc	0.9747899159663866
europarl	de	bm25	prec3.lower.depunc	prec2.lower	0.9456149718939671
europarl	de	bm25	prec3.lower.depunc	prec2.lower.stem	0.9704727739241699
europarl	de	bm25	prec3.lower.depunc	prec2.lower.depunc	0.9747899159663866
europarl	de	bm25	prec3.lower.depunc	prec2.lower.stem.depunc	0.9915610305527968
europarl	de	bm25	prec3.lower.depunc	prec3.lower	0.9579831932773111
europarl	de	bm25	prec3.lower.depunc	prec3.lower.stem	0.9747899159663866
europarl	de	bm25	prec3.lower.depunc	prec3.lower.stem.depunc	0.9958246164193105
europarl	de	bm25	prec3.lower.depunc	prec4.lower	0.9535949865515757
europarl	de	bm25	prec3.lower.depunc	prec4.lower.stem	0.9790880682441959
europarl	de	bm25	prec3.lower.depunc	prec4.lower.depunc	0.9873505612967642
europarl	de	bm25	prec3.lower.depunc	prec4.lower.stem.depunc	0.9915966386554623
europarl	de	bm25	prec3.lower.stem.depunc	size	0.948840144095737
europarl	de	bm25	prec3.lower.stem.depunc	bpe.tokens	0.04564354645876384
europarl	de	bm25	prec3.lower.stem.depunc	map	0.8451956828432803
europarl	de	bm25	prec3.lower.stem.depunc	map.gm	0.8833333333333333
europarl	de	bm25	prec3.lower.stem.depunc	p.5	0.7333333333333334
europarl	de	bm25	prec3.lower.stem.depunc	p.10	0.7782494901428224
europarl	de	bm25	prec3.lower.stem.depunc	r.10	0.8166666666666667
europarl	de	bm25	prec3.lower.stem.depunc	rbo	0.8833333333333333
europarl	de	bm25	prec3.lower.stem.depunc	ndcg	0.8666666666666667
europarl	de	bm25	prec3.lower.stem.depunc	bleu.lower	0.9833333333333333
europarl	de	bm25	prec3.lower.stem.depunc	bleu.lower.stem	0.9833333333333333
europarl	de	bm25	prec3.lower.stem.depunc	bleu.lower.depunc	0.9958246164193105
europarl	de	bm25	prec3.lower.stem.depunc	bleu.lower.stem.depunc	0.9958246164193105
europarl	de	bm25	prec3.lower.stem.depunc	prec1.lower	0.9333333333333332
europarl	de	bm25	prec3.lower.stem.depunc	prec1.lower.stem	0.9333333333333332
europarl	de	bm25	prec3.lower.stem.depunc	prec1.lower.depunc	0.9623515200690814
europarl	de	bm25	prec3.lower.stem.depunc	prec1.lower.stem.depunc	0.9623515200690814
europarl	de	bm25	prec3.lower.stem.depunc	prec2.lower	0.9500000000000001
europarl	de	bm25	prec3.lower.stem.depunc	prec2.lower.stem	0.9748243359065808
europarl	de	bm25	prec3.lower.stem.depunc	prec2.lower.depunc	0.9623515200690814
europarl	de	bm25	prec3.lower.stem.depunc	prec2.lower.stem.depunc	0.9874208829065748
europarl	de	bm25	prec3.lower.stem.depunc	prec3.lower	0.9623515200690814
europarl	de	bm25	prec3.lower.stem.depunc	prec3.lower.stem	0.9790880682441959
europarl	de	bm25	prec3.lower.stem.depunc	prec3.lower.depunc	0.9958246164193105
europarl	de	bm25	prec3.lower.stem.depunc	prec4.lower	0.9580170197702604
europarl	de	bm25	prec3.lower.stem.depunc	prec4.lower.stem	0.9833333333333333
europarl	de	bm25	prec3.lower.stem.depunc	prec4.lower.depunc	0.991631652042901
europarl	de	bm25	prec3.lower.stem.depunc	prec4.lower.stem.depunc	0.9958246164193105
europarl	de	bm25	prec4.lower	size	0.9046557008309873
europarl	de	bm25	prec4.lower	bpe.tokens	0.06904309634237425
europarl	de	bm25	prec4.lower	map	0.8692060496886043
europarl	de	bm25	prec4.lower	map.gm	0.8571731229523382
europarl	de	bm25	prec4.lower	p.5	0.7563292261344161
europarl	de	bm25	prec4.lower	p.10	0.784817112825633
europarl	de	bm25	prec4.lower	r.10	0.7899438584070568
europarl	de	bm25	prec4.lower	rbo	0.890787755224979
europarl	de	bm25	prec4.lower	ndcg	0.890787755224979
europarl	de	bm25	prec4.lower	bleu.lower	0.9748243359065808
europarl	de	bm25	prec4.lower	bleu.lower.stem	0.9748243359065808
europarl	de	bm25	prec4.lower	bleu.lower.depunc	0.9704727739241699
europarl	de	bm25	prec4.lower	bleu.lower.stem.depunc	0.9704727739241699
europarl	de	bm25	prec4.lower	prec1.lower	0.9748243359065808
europarl	de	bm25	prec4.lower	prec1.lower.stem	0.9748243359065808
europarl	de	bm25	prec4.lower	prec1.lower.depunc	0.9535949865515757
europarl	de	bm25	prec4.lower	prec1.lower.stem.depunc	0.9535949865515757
europarl	de	bm25	prec4.lower	prec2.lower	0.991631652042901
europarl	de	bm25	prec4.lower	prec2.lower.stem	0.9915254237288136
europarl	de	bm25	prec4.lower	prec2.lower.depunc	0.9535949865515757
